"school_name","major_group","grand_total"
"20thStEL","Campus Aides",50287
"20thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",600
"20thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",19286
"20thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",62846
"20thStEL","Classified Overtime, X & Z Time",5403
"20thStEL","Clerical Substitutes",1073
"20thStEL","Clerical Support",124665
"20thStEL","Coaches Instructional",102155
"20thStEL","Common Core State Standards",41370
"20thStEL","Custodial Overtime & Relief",3000
"20thStEL","Custodial Supplies",300
"20thStEL","Custodial Supplies",4368
"20thStEL","Custodians",38180
"20thStEL","Custodians",127062
"20thStEL","Differentials/Longevities",1436
"20thStEL","General Supplies",9860
"20thStEL","Indirect Cost",4453
"20thStEL","Instructional Materials",1000
"20thStEL","Instructional Materials",3292
"20thStEL","Instructional Materials",7003
"20thStEL","Instructional Materials",9024
"20thStEL","Library Aides",0
"20thStEL","Nurses",19790
"20thStEL","Parent Involvement",1024
"20thStEL","Parent Involvement",6369
"20thStEL","Parent Involvement",6576
"20thStEL","Psychologists",5220
"20thStEL","School Readiness Language Development Program",115420
"20thStEL","Sped-Allocation To Schools For Compliance",3953
"20thStEL","Sped-Assistants",213032
"20thStEL","Sped-Ima Allocation To Schools",485
"20thStEL","Sped-Teacher-Resource Specialist Program",56315
"20thStEL","Sped-Teacher-Special Day Program",283386
"20thStEL","Sped-Teacher-Special Day Program-Preschool",98954
"20thStEL","Substitutes-Day To Day And Long-Term",8275
"20thStEL","Substitutes-Day To Day And Long-Term",11585
"20thStEL","Substitutes-Day To Day And Long-Term",76130
"20thStEL","Teacher Assistants",0
"20thStEL","Teacher Assistants",1736
"20thStEL","Teacher Assistants",32070
"20thStEL","Teacher Assistants",45308
"20thStEL","Teachers",98954
"20thStEL","Teachers",2223636
"20thStEL","Temporary Personnel Account",12760
"232ndPlEL","Administrators (Principals & Assistant Principals)",136344
"232ndPlEL","Arts Program",38196
"232ndPlEL","Cafeteria",115638
"232ndPlEL","Campus Aides",21030
"232ndPlEL","Categorical Program Advisors",98954
"232ndPlEL","Certificated Supplemental Time (X, Z, & Professional Development)",2006
"232ndPlEL","Clerical Substitutes",774
"232ndPlEL","Clerical Support",118962
"232ndPlEL","Common Core State Standards",7501
"232ndPlEL","Custodial Supplies",3851
"232ndPlEL","Custodians",121689
"232ndPlEL","English Learner Implementation And Support",10515
"232ndPlEL","General Supplies",10263
"232ndPlEL","Instructional Materials",1000
"232ndPlEL","Instructional Materials",6512
"232ndPlEL","Instructional Materials",9363
"232ndPlEL","Instructional Materials",32200
"232ndPlEL","Nurses",19790
"232ndPlEL","Parent Involvement",3000
"232ndPlEL","Parent Involvement",3564
"232ndPlEL","Psychologists",5220
"232ndPlEL","School Readiness Language Development Program",117073
"232ndPlEL","Sped-Allocation To Schools For Compliance",4463
"232ndPlEL","Sped-Assistants",194674
"232ndPlEL","Sped-Assistants-Preschool",49500
"232ndPlEL","Sped-Ima Allocation To Schools",549
"232ndPlEL","Sped-Teacher-Resource Specialist Program",100430
"232ndPlEL","Sped-Teacher-Special Day Program",178424
"232ndPlEL","Sped-Teacher-Special Day Program-Preschool",100430
"232ndPlEL","Substitutes-Day To Day And Long-Term",26480
"232ndPlEL","Substitutes-Day To Day And Long-Term",30700
"232ndPlEL","Substitutes-Day To Day And Long-Term",56270
"232ndPlEL","Teacher Assistants",19248
"232ndPlEL","Teachers",585
"232ndPlEL","Teachers",24792
"232ndPlEL","Teachers",1612523
"232ndPlEL","Temporary Personnel Account",12444
"24thStEEC","Early Childhood Development",796648
"24thStEEC","Housekeepers",59103
"24thStEEC","Instructional Materials",6300
"24thStEL","Administrators (Principals & Assistant Principals)",138119
"24thStEL","Advisors",98954
"24thStEL","Arts Program",19098
"24thStEL","Cafeteria",190029
"24thStEL","Campus Aides",140789
"24thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",10203
"24thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",33902
"24thStEL","Classified Overtime, X & Z Time",3000
"24thStEL","Clerical Substitutes",977
"24thStEL","Clerical Support",3000
"24thStEL","Clerical Support",109865
"24thStEL","Common Core State Standards",39340
"24thStEL","Counselors, Pupil Services & Attendance (Psa)",62640
"24thStEL","Custodial Overtime & Relief",3000
"24thStEL","Custodial Overtime & Relief",3000
"24thStEL","Custodial Supplies",6399
"24thStEL","Custodians",165710
"24thStEL","Differentials/Longevities",1436
"24thStEL","General Supplies",9350
"24thStEL","Instructional Materials",1000
"24thStEL","Instructional Materials",5000
"24thStEL","Instructional Materials",8352
"24thStEL","Instructional Materials",16194
"24thStEL","Library Aides",10283
"24thStEL","Nurses",19790
"24thStEL","Nurses",19791
"24thStEL","Parent Involvement",5477
"24thStEL","Parent Involvement",5892
"24thStEL","Physical Education Teacher Incentive",18728
"24thStEL","Psychologists",5220
"24thStEL","Psychologists",20880
"24thStEL","School Readiness Language Development Program",113152
"24thStEL","Sped-Allocation To Schools For Compliance",5419
"24thStEL","Sped-Assistants",49500
"24thStEL","Sped-Assistants",240848
"24thStEL","Sped-Ima Allocation To Schools",702
"24thStEL","Sped-Teacher-Resource Specialist Program",69879
"24thStEL","Sped-Teacher-Special Day Program",346488
"24thStEL","Sped-Teacher-Special Day Program-Preschool",71913
"24thStEL","Substitutes-Day To Day And Long-Term",3428
"24thStEL","Substitutes-Day To Day And Long-Term",10000
"24thStEL","Substitutes-Day To Day And Long-Term",68517
"24thStEL","Substitutes-Day To Day And Long-Term",72820
"24thStEL","Teacher Assistants",12827
"24thStEL","Teacher Assistants",57724
"24thStEL","Teachers",33684
"24thStEL","Teachers",1648942
"24thStEL","Temporary Personnel Account",12100
"28thStEEC","Early Childhood Development",1255915
"28thStEEC","Housekeepers",59103
"28thStEEC","Instructional Materials",11500
"28thStEL","Administrators (Principals & Assistant Principals)",142984
"28thStEL","Advisors",59740
"28thStEL","Afterschool Programs",2153
"28thStEL","Afterschool Programs",87484
"28thStEL","Arts Program",38196
"28thStEL","Cafeteria",270967
"28thStEL","Campus Aides",21473
"28thStEL","Categorical Program Advisors",58763
"28thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",848
"28thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",1203
"28thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",6528
"28thStEL","Certificated Supplemental Time (X, Z, & Professional Development)",25203
"28thStEL","Clerical Substitutes",1487
"28thStEL","Clerical Support",179494
"28thStEL","Coaches Instructional",22097
"28thStEL","Coaches Instructional",81342
"28thStEL","Common Core State Standards",56770
"28thStEL","Coordinators",98954
"28thStEL","Counselors, Pupil Services & Attendance (Psa)",20880
"28thStEL","Custodial Supplies",5734
"28thStEL","Custodians",159542
"28thStEL","Differentials/Longevities",1434
"28thStEL","Differentials/Longevities",2718
"28thStEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"28thStEL","Employee Benefits/Adjustments/Public Employee Retirements",-8567
"28thStEL","General Supplies",13566
"28thStEL","Indirect Cost",4374
"28thStEL","Instructional Materials",500
"28thStEL","Instructional Materials",3230
"28thStEL","Instructional Materials",12368
"28thStEL","Instructional Materials",26355
"28thStEL","Library Aides",11470
"28thStEL","Nurses",19790
"28thStEL","Nurses",39581
"28thStEL","Parent Involvement",1130
"28thStEL","Parent Involvement",7143
"28thStEL","Parent Involvement",8052
"28thStEL","Psychiatric Social Workers",20880
"28thStEL","Psychologists",5220
"28thStEL","Psychologists",20880
"28thStEL","Psychologists",41760
"28thStEL","School Readiness Language Development Program",115420
"28thStEL","Sped-Allocation To Schools For Compliance",4208
"28thStEL","Sped-Assistants",145174
"28thStEL","Sped-Ima Allocation To Schools",357
"28thStEL","Sped-Teacher-Resource Specialist Program",99344
"28thStEL","Sped-Teacher-Special Day Program",197837
"28thStEL","Substitutes-Day To Day And Long-Term",11916
"28thStEL","Substitutes-Day To Day And Long-Term",102610
"28thStEL","Teacher Assistants",38481
"28thStEL","Teacher Assistants",76962
"28thStEL","Teachers",14436
"28thStEL","Teachers",98954
"28thStEL","Teachers",3046472
"28thStEL","Temporary Personnel Account",11320
"28thStEL","Temporary Personnel Account",17556
"28thStEL","Transportation",6660
"2ndStEL","Administrators (Principals & Assistant Principals)",117457
"2ndStEL","Administrators (Principals & Assistant Principals)",137098
"2ndStEL","Afterschool Programs",1615
"2ndStEL","Afterschool Programs",72185
"2ndStEL","Arts Program",19098
"2ndStEL","Cafeteria",112032
"2ndStEL","Campus Aides",50287
"2ndStEL","Certificated Supplemental Time (X, Z, & Professional Development)",1639
"2ndStEL","Certificated Supplemental Time (X, Z, & Professional Development)",15000
"2ndStEL","Classified Overtime, X & Z Time",800
"2ndStEL","Clerical Substitutes",725
"2ndStEL","Clerical Support",124665
"2ndStEL","Common Core State Standards",29960
"2ndStEL","Counselors, Pupil Services & Attendance (Psa)",20719
"2ndStEL","Custodial Overtime & Relief",1000
"2ndStEL","Custodial Supplies",5420
"2ndStEL","Custodians",127062
"2ndStEL","General Supplies",7089
"2ndStEL","Indirect Cost",3609
"2ndStEL","Instructional Materials",1000
"2ndStEL","Instructional Materials",4466
"2ndStEL","Instructional Materials",6128
"2ndStEL","Instructional Materials",10503
"2ndStEL","Nurses",19790
"2ndStEL","Nurses",49478
"2ndStEL","Parent Involvement",1940
"2ndStEL","Parent Involvement",4728
"2ndStEL","Physical Education Teacher Incentive",18728
"2ndStEL","Psychologists",5220
"2ndStEL","Psychologists",20880
"2ndStEL","School Readiness Language Development Program",119148
"2ndStEL","Sped-Allocation To Schools For Compliance",3825
"2ndStEL","Sped-Assistants",95674
"2ndStEL","Sped-Assistants",251638
"2ndStEL","Sped-Ima Allocation To Schools",421
"2ndStEL","Sped-Teacher-Resource Specialist Program",92166
"2ndStEL","Sped-Teacher-Special Day Program",389786
"2ndStEL","Substitutes-Day To Day And Long-Term",10424
"2ndStEL","Substitutes-Day To Day And Long-Term",49650
"2ndStEL","Teacher Assistants",1000
"2ndStEL","Teacher Assistants",116319
"2ndStEL","Teachers",1507003
"2ndStEL","Temporary Personnel Account",9174
"2ndStEL","Transportation",4800
"32ndSt/USCPerfArt","Administrators (Assistant Principal - Secondary Counseling Services)",125589
"32ndSt/USCPerfArt","Administrators (Principals & Assistant Principals)",149945
"32ndSt/USCPerfArt","Arts Program",38196
"32ndSt/USCPerfArt","Athletics",15303
"32ndSt/USCPerfArt","Cafeteria",234971
"32ndSt/USCPerfArt","Campus Aides",57830
"32ndSt/USCPerfArt","Categorical Program Advisors",100390
"32ndSt/USCPerfArt","Certificated Supplemental Time (X, Z, & Professional Development)",25671
"32ndSt/USCPerfArt","Certificated Supplemental Time (X, Z, & Professional Development)",32500
"32ndSt/USCPerfArt","Classified Overtime, X & Z Time",1400
"32ndSt/USCPerfArt","Clerical Substitutes",830
"32ndSt/USCPerfArt","Clerical Support",3000
"32ndSt/USCPerfArt","Clerical Support",126831
"32ndSt/USCPerfArt","Common Core State Standards",25340
"32ndSt/USCPerfArt","Coordinators",98954
"32ndSt/USCPerfArt","Counseling Time (Registration)",2357
"32ndSt/USCPerfArt","Counselors",74410
"32ndSt/USCPerfArt","Counselors",101697
"32ndSt/USCPerfArt","Custodial Overtime & Relief",2000
"32ndSt/USCPerfArt","Custodial Supplies",7894
"32ndSt/USCPerfArt","Custodians",193630
"32ndSt/USCPerfArt","Differentials/Longevities",7436
"32ndSt/USCPerfArt","Financial Managers",18410
"32ndSt/USCPerfArt","General Supplies",64356
"32ndSt/USCPerfArt","Instructional Aides",99000
"32ndSt/USCPerfArt","Instructional Materials",782
"32ndSt/USCPerfArt","Instructional Materials",2548
"32ndSt/USCPerfArt","Instructional Materials",6928
"32ndSt/USCPerfArt","Instructional Materials",81659
"32ndSt/USCPerfArt","Magnet Schools Resources",7361
"32ndSt/USCPerfArt","Magnet Schools Resources",65605
"32ndSt/USCPerfArt","Nurses",19790
"32ndSt/USCPerfArt","Nurses",79161
"32ndSt/USCPerfArt","Parent Involvement",4365
"32ndSt/USCPerfArt","Parent Involvement",11040
"32ndSt/USCPerfArt","Psychologists",5220
"32ndSt/USCPerfArt","Psychologists",62640
"32ndSt/USCPerfArt","Sped-Allocation To Schools For Compliance",3443
"32ndSt/USCPerfArt","Sped-Assistants",296012
"32ndSt/USCPerfArt","Sped-Ima Allocation To Schools",26
"32ndSt/USCPerfArt","Sped-Teacher-Resource Specialist Program",153604
"32ndSt/USCPerfArt","Substitutes-Day To Day And Long-Term",3355
"32ndSt/USCPerfArt","Substitutes-Day To Day And Long-Term",16550
"32ndSt/USCPerfArt","Substitutes-Day To Day And Long-Term",59580
"32ndSt/USCPerfArt","Teacher - Library Media",49476
"32ndSt/USCPerfArt","Teacher Academic Differentials",2180
"32ndSt/USCPerfArt","Teacher Assistants",782
"32ndSt/USCPerfArt","Teacher Assistants",8155
"32ndSt/USCPerfArt","Teacher Assistants",116586
"32ndSt/USCPerfArt","Teachers",1747922
"32ndSt/USCPerfArt","Temporary Personnel Account",19986
"36thStEEC","Early Childhood Development",1018641
"36thStEEC","Housekeepers",59103
"36thStEEC","Instructional Materials",9100
"36thStEEC","Sped-Allocation To Schools For Compliance",510
"36thStEEC","Sped-Assistants-Preschool",49500
"36thStEEC","Sped-Ima Allocation To Schools",150
"36thStEEC","Sped-Teacher-Special Day Program-Preschool",76448
"37thStEEC","Early Childhood Development",1018641
"37thStEEC","Housekeepers",59103
"37thStEEC","Instructional Materials",9100
"37thStEEC","Sped-Allocation To Schools For Compliance",192
"3rdStEL","Administrators (Principals & Assistant Principals)",140384
"3rdStEL","Advisors",0
"3rdStEL","Advisors",52280
"3rdStEL","Arts Program",38196
"3rdStEL","Cafeteria",81590
"3rdStEL","Campus Aides",21030
"3rdStEL","Clerical Substitutes",1348
"3rdStEL","Clerical Support",125328
"3rdStEL","Common Core State Standards",13896
"3rdStEL","Custodial Supplies",4866
"3rdStEL","Custodians",38180
"3rdStEL","Custodians",127062
"3rdStEL","Differentials/Longevities",639
"3rdStEL","Donations",0
"3rdStEL","Employee Benefits/Adjustments/Public Employee Retirements",-7619
"3rdStEL","English Learner Implementation And Support",6416
"3rdStEL","General Supplies",11407
"3rdStEL","Instructional Materials",11200
"3rdStEL","Nurses",19790
"3rdStEL","Psychologists",5220
"3rdStEL","Sped-Allocation To Schools For Compliance",4208
"3rdStEL","Sped-Assistants",49500
"3rdStEL","Sped-Assistants",341917
"3rdStEL","Sped-Assistants-Preschool",99000
"3rdStEL","Sped-Ima Allocation To Schools",447
"3rdStEL","Sped-Teacher-Resource Specialist Program",98954
"3rdStEL","Sped-Teacher-Special Day Program",82186
"3rdStEL","Sped-Teacher-Special Day Program-Preschool",88767
"3rdStEL","Substitutes-Day To Day And Long-Term",95990
"3rdStEL","Teachers",2516
"3rdStEL","Teachers",2823108
"3rdStEL","Temporary Personnel Account",15620
"42ndStEL","Administrators (Principals & Assistant Principals)",133478
"42ndStEL","Afterschool Programs",1615
"42ndStEL","Afterschool Programs",70858
